author_unit_first,unit_city,unit_city_code
北京劳动保障职业学院,北京市,1100
北京雷速科技有限公司,北京市,1100
北京理工大学,北京市,1100
北京联合大学,北京市,1100
北京林业大学,北京市,1100
北京密云县政府,北京市,1100
北京农村商业银行,北京市,1100
北京农学院,北京市,1100
北京农业职业学院,北京市,1100
北京培黎职业学院,北京市,1100
北京青年报,北京市,1100
北京青年政治学院,北京市,1100
北京青少年研究所,北京市,1100
北京清华城市规划设计研究院,北京市,1100
北京清华同衡规划设计研究院有限公司,北京市,1100
北京人民广播电台,北京市,1100
北京人民警察学院,北京市,1100
北京人民艺术剧院,北京市,1100
北京人艺,北京市,1100
北京日报,北京市,1100
北京日本学研究中心,北京市,1100
北京三面向版权代理有限公司,北京市,1100
北京社会管理职业学院,北京市,1100
北京社会主义学院,北京市,1100
北京师范大学,北京市,1100
北京十一学校,北京市,1100
北京十月文艺出版社,北京市,1100
北京石刻艺术博物馆,北京市,1100
北京石油化工学院,北京市,1100
北京市,北京市,1100
北京市CBD研究基地,北京市,1100
北京市安康医院,北京市,1100
北京市安全生产监督管理局,北京市,1100
北京市奥林匹克教育工作领导小组办公室,北京市,1100
北京市八大处中学,北京市,1100
北京市八一中学,北京市,1100
北京市白云路小学,北京市,1100
北京市百瑞律师事务所,北京市,1100
北京市百盛商业发展有限公司,北京市,1100
北京市百研资讯有限公司,北京市,1100
北京市版权局,北京市,1100
北京市保安服务总公司,北京市,1100
北京市保护知识产权举报投诉服务中心,北京市,1100
北京市北斗鼎铭律师事务所,北京市,1100
北京市北方工业大学,北京市,1100
北京市北京大学,北京市,1100
北京市北三环中路安华里一区,北京市,1100
北京市北四环中路,北京市,1100
北京市北运河管理处,北京市,1100
北京市比邻电力电子技术研究所,北京市,1100
北京市财贸干部管理学院,北京市,1100
北京市财贸管理干部学院,北京市,1100
北京市财政局,北京市,1100
北京市彩和坊小学,北京市,1100
北京市残疾人康复服务指导中心,北京市,1100
北京市残疾人康复指导中心,北京市,1100
北京市残疾人联合会,北京市,1100
北京市残联,北京市,1100
北京市测绘设计研究院,北京市,1100
北京市产权交易所,北京市,1100
北京市昌平二中,北京市,1100
北京市昌平教师进修学校,北京市,1100
北京市昌平农村职业学校,北京市,1100
北京市昌平区北七家镇党委,北京市,1100
北京市昌平区第二中学,北京市,1100
北京市昌平区第一中学,北京市,1100
北京市昌平区发展和改革委员会,北京市,1100
北京市昌平区公安分局,北京市,1100
北京市昌平区回龙观镇,北京市,1100
北京市昌平区教师进修学校,北京市,1100
北京市昌平区林业局,北京市,1100
北京市昌平区旅游局,北京市,1100
北京市昌平区人民法院,北京市,1100
北京市昌平区人民检察院,北京市,1100
北京市昌平区统计局,北京市,1100
北京市昌平区委,北京市,1100
北京市昌平区文联,北京市,1100
北京市昌平区武警北京指挥学院,北京市,1100
北京市昌平区信息中心,北京市,1100
北京市朝阳广播电视新闻中心,北京市,1100
北京市朝阳区安华里第二幼儿园,北京市,1100
北京市朝阳区安华学校,北京市,1100
北京市朝阳区安慧里中心,北京市,1100
北京市朝阳区安贞里第一小学,北京市,1100
北京市朝阳区八里庄第三中学,北京市,1100
北京市朝阳区白家庄小学,北京市,1100
北京市朝阳区残疾人联合会,北京市,1100
北京市朝阳区常务,北京市,1100
北京市朝阳区常营清真寺,北京市,1100
北京市朝阳区大望路小学,北京市,1100
北京市朝阳区地税局,北京市,1100
北京市朝阳区第三医院,北京市,1100
北京市朝阳区定福庄第二小学,北京市,1100
北京市朝阳区定福庄东街,北京市,1100
北京市朝阳区高碑店中心,北京市,1100
北京市朝阳区管庄清真寺,北京市,1100
北京市朝阳区广播电视新闻中心,北京市,1100
北京市朝阳区花家地第二小学,北京市,1100
北京市朝阳区花家地实验小学,北京市,1100
北京市朝阳区花家地实验小学科研室,北京市,1100
北京市朝阳区环境保护监测站,北京市,1100
北京市朝阳区环境保护局,北京市,1100
北京市朝阳区环境保护局监测站,北京市,1100
北京市朝阳区黄胄艺术实验小学,北京市,1100
北京市朝阳区检察院,北京市,1100
北京市朝阳区教科所,北京市,1100
北京市朝阳区教师研修中心,北京市,1100
北京市朝阳区教研中心,北京市,1100
北京市朝阳区教育督导室,北京市,1100
北京市朝阳区教育研究中心,北京市,1100
北京市朝阳区劲松第四小学中学,北京市,1100
北京市朝阳区劲松第一幼儿园,北京市,1100
北京市朝阳区京通幼儿园,北京市,1100
北京市朝阳区经管站,北京市,1100
北京市朝阳区精神疾病预防控制中心,北京市,1100
北京市朝阳区精神卫生中心,北京市,1100
北京市朝阳区劳动与社会保障局职介中心,北京市,1100
北京市朝阳区麦子店街道办事处,北京市,1100
北京市朝阳区农展馆南里,北京市,1100
北京市朝阳区人民法院,北京市,1100
北京市朝阳区人民检察院,北京市,1100
北京市朝阳区人事局,北京市,1100
北京市朝阳区十八里店小学,北京市,1100
北京市朝阳区图书馆,北京市,1100
北京市朝阳区团结湖第一幼儿园,北京市,1100
北京市朝阳区望京中环南路一号中国社会科学,北京市,1100
北京市朝阳区委办公室,北京市,1100
北京市朝阳区委党校,北京市,1100
北京市朝阳区委组织部,北京市,1100
北京市朝阳区文化委员会,北京市,1100
北京市朝阳区新源里西一楼音乐研究所,北京市,1100
北京市朝阳区信息化工作办公室,北京市,1100
北京市朝阳区职工大学,北京市,1100
北京市朝阳社区学院,北京市,1100
北京市朝阳田华建筑集团,北京市,1100
北京市陈经纶中学,北京市,1100
北京市城管局督察总队,北京市,1100
北京市城建档案馆,北京市,1100
北京市城市公共设施事故应急指挥部办公室,北京市,1100
北京市城市管理研究基地,北京市,1100
北京市城市管理综合行政执法局,北京市,1100
北京市城市规划设计研究院,北京市,1100
北京市城市科学研究会,北京市,1100
北京市城市设计与城市复兴工程技术研究中心,北京市,1100
北京市城市生活废物处理管理处,北京市,1100
北京市崇文区崇文小学,北京市,1100
北京市崇文区档案馆,北京市,1100
北京市崇文区地方税务局,北京市,1100
北京市崇文区光明幼儿园,北京市,1100
北京市崇文区环境保护局,北京市,1100
北京市崇文区教委学前教育科,北京市,1100
北京市崇文区教研中心,北京市,1100
北京市崇文区教育研究中心,北京市,1100
北京市崇文区人口与计划生育委员会,北京市,1100
北京市崇文区人民检察院,北京市,1100
北京市崇文区委,北京市,1100
北京市崇文区委员会,北京市,1100
北京市崇文区文化产业办公室,北京市,1100
北京市崇文区信息化工作办公室,北京市,1100
北京市崇文区政府,北京市,1100
北京市崇文区职业技术教育中心,北京市,1100
北京市创新园中学,北京市,1100
北京市垂杨柳医院,北京市,1100
北京市垂杨柳中心,北京市,1100
北京市大葆台西汉墓博物馆,北京市,1100
北京市大成律师事务所,北京市,1100
北京市大成律师事务所上海分所,北京市,1100
北京市大道政通律师事务所,北京市,1100
北京市大兴报社,北京市,1100
北京市大兴广播电视中心,北京市,1100
北京市大兴区畜牧水产服务中心,北京市,1100
北京市大兴区地方税务局,北京市,1100
北京市大兴区第七小学,北京市,1100
北京市大兴区第一小学,北京市,1100
北京市大兴区第一幼儿园,北京市,1100
北京市大兴区发展和改革委,北京市,1100
北京市大兴区广播电视中心,北京市,1100
北京市大兴区国家税务局,北京市,1100
北京市大兴区行政学院,北京市,1100
北京市大兴区教科所,北京市,1100
北京市大兴区教师进修学校,北京市,1100
北京市大兴区教育委员会,北京市,1100
北京市大兴区精神病医院,北京市,1100
北京市大兴区农业委员会,北京市,1100
北京市大兴区人民法院,北京市,1100
北京市大兴区人民检察院,北京市,1100
北京市大兴区统计局,北京市,1100
北京市大兴区长子营镇第一中心,北京市,1100
北京市大兴区政府,北京市,1100
北京市大兴县教师进修学校,北京市,1100
北京市大兴县人民法院,北京市,1100
北京市大禹律师事务所,北京市,1100
北京市档案,北京市,1100
北京市党的建设研究所,北京市,1100
北京市党建研究基地,北京市,1100
北京市道教协会,北京市,1100
北京市道可特律师事务所,北京市,1100
北京市道协,北京市,1100
北京市德恒律师事务所,北京市,1100
北京市地方税务局,北京市,1100
北京市地方志办公室,北京市,1100
北京市地方志编委会办公室研究室,北京市,1100
北京市地方志编纂委员会,北京市,1100
北京市地理学会,北京市,1100
北京市第,北京市,1100
北京市第八十五中学,北京市,1100
北京市第八十中学,北京市,1100
北京市第八中学,北京市,1100
北京市第二十中学,北京市,1100
北京市第二实验小学,北京市,1100
北京市第二外国语学院,北京市,1100
北京市第二医院,北京市,1100
北京市第二中级人民法院,北京市,1100
北京市第二中学,北京市,1100
北京市第九十六中学,北京市,1100
北京市第九中学,北京市,1100
北京市第六十三中学,北京市,1100
北京市第七中学,北京市,1100
北京市第三聋人学校,北京市,1100
北京市第三批援藏干部,北京市,1100
北京市第三十九中学,北京市,1100
北京市第三十五中学,北京市,1100
北京市第三中级人民法院,北京市,1100
北京市第十八中学,北京市,1100
北京市第十二届人大常委会,北京市,1100
北京市第十二中学,北京市,1100
北京市第十九中学,北京市,1100
北京市第十四中学,北京市,1100
北京市第十五中学,北京市,1100
北京市第十一中学,北京市,1100
北京市第四聋人学校,北京市,1100
北京市第四中级人民法院,北京市,1100
北京市第四中学,北京市,1100
北京市第五十五中学,北京市,1100
北京市第五幼儿园科研室,北京市,1100
北京市第五中学,北京市,1100
北京市第一○一中学,北京市,1100
北京市第一二三中学,北京市,1100
北京市第一历史档案馆,北京市,1100
北京市第一〇一中学,北京市,1100
北京市第一零一中学,北京市,1100
北京市第一六一中学,北京市,1100
北京市第一七七中学,北京市,1100
北京市第一七一中学,北京市,1100
北京市第一社会福利院,北京市,1100
北京市第一五九中学,北京市,1100
北京市第一中级法院,北京市,1100
北京市第一中级人民法院,北京市,1100
北京市第一中学,北京市,1100
北京市电化教育馆,北京市,1100
北京市电力公司,北京市,1100
北京市电信工程局,北京市,1100
北京市电信公司,北京市,1100
北京市电信规划设计院有限公司,北京市,1100
北京市电影公司,北京市,1100
北京市电子工业干部学校,北京市,1100
北京市电子工业学校,北京市,1100
北京市电子科技职业学院,北京市,1100
北京市鼎盛华投资管理公司,北京市,1100
北京市东城财政局,北京市,1100
北京市东城教师研修中心,北京市,1100
北京市东城区安外三条小学,北京市,1100
北京市东城区灯市口小学,北京市,1100
北京市东城区地方税务局,北京市,1100
北京市东城区第一七一中学,北京市,1100
北京市东城区丁香胡同小学,北京市,1100
北京市东城区东交民巷,北京市,1100
北京市东城区发展计划委员会,北京市,1100
北京市东城区分司厅小学,北京市,1100
北京市东城区府学小学,北京市,1100
北京市东城区革新里小学,北京市,1100
北京市东城区工读学校,北京市,1100
北京市东城区公安消防支队政治处,北京市,1100
北京市东城区光明幼儿园,北京市,1100
北京市东城区和平里第四小学,北京市,1100
北京市东城区环境保护监测二站,北京市,1100
北京市东城区教师教修中心,北京市,1100
北京市东城区教师研修中心,北京市,1100
北京市东城区教研科研中心,北京市,1100
北京市东城区教育工作委员会,北京市,1100
北京市东城区教育委员会,北京市,1100
北京市东城区教育信息中心,北京市,1100
北京市东城区教育研修学院,北京市,1100
北京市东城区培新小学,北京市,1100
北京市东城区区委,北京市,1100
北京市东城区人民法院,北京市,1100
北京市东城区人民检察院,北京市,1100
北京市东城区人民政府,北京市,1100
北京市东城区社区学院,北京市,1100
北京市东城区史家胡同小学,北京市,1100
北京市东城区史家小学,北京市,1100
北京市东城区统计局,北京市,1100
北京市东城区图书馆,北京市,1100
北京市东城区委,北京市,1100
北京市东城区委党史工作办公室,北京市,1100
北京市东城区委党校,北京市,1100
北京市东城区委宣传部,北京市,1100
北京市东城区卫生局第一幼儿园,北京市,1100
北京市东城区西中街小学,北京市,1100
北京市东城区信息化工作办公室,北京市,1100
北京市东城区艺美小学,北京市,1100
北京市东城区园林局,北京市,1100
北京市东城区张自忠路,北京市,1100
北京市东城区政府,北京市,1100
北京市东城区织染局小学,北京市,1100
北京市东城区职工大学,北京市,1100
北京市东城区职工业余大学,北京市,1100
北京市东城区职教中心,北京市,1100
北京市东城区职业大学,北京市,1100
北京市东城区住宅建设开发公司,北京市,1100
北京市东城体育局科研所,北京市,1100
北京市东方公益法律援助律师事务所,北京市,1100
北京市东交民巷天主堂,北京市,1100
北京市东棉花胡同幼儿园,北京市,1100
北京市东直门中学,北京市,1100
北京市对外经济贸易委员会,北京市,1100
北京市对外宣传领导小组办公室,北京市,1100
北京市二轻工业学校,北京市,1100
北京市发展和改革委员会,北京市,1100
北京市发展计划委员会,北京市,1100
北京市发展与改革委员会,北京市,1100
北京市法学会,北京市,1100
北京市芳星园中学,北京市,1100
北京市房地产法学会,北京市,1100
北京市房地局,北京市,1100
北京市房山区,北京市,1100
北京市房山区第二中学,北京市,1100
北京市房山区第四中学,北京市,1100
北京市房山区发展和改革委员会,北京市,1100
北京市房山区发展计划委员会,北京市,1100
北京市房山区广播电视中心,北京市,1100
北京市房山区交通局,北京市,1100
北京市房山区教委,北京市,1100
北京市房山区良乡第二小学,北京市,1100
北京市房山区良乡小学,北京市,1100
北京市房山区区委,北京市,1100
北京市房山区人民法院,北京市,1100
北京市房山区人民检察院,北京市,1100
北京市房山区人民政府,北京市,1100
北京市房山区实验中学,北京市,1100
北京市房山区统计局,北京市,1100
北京市房山区图书馆,北京市,1100
北京市房山区委,北京市,1100
北京市房山区烟草专卖局,北京市,1100
北京市房山区周口店中学,北京市,1100
北京市纺织工业技工学校,北京市,1100
北京市丰台第五小学万柳分校,北京市,1100
北京市丰台区八一军体大队科研所,北京市,1100
北京市丰台区财政局预算科,北京市,1100
北京市丰台区地方税务局,北京市,1100
北京市丰台区第一小学,北京市,1100
北京市丰台区东铁匠营第二小学,北京市,1100
北京市丰台区芳古园小学,北京市,1100
北京市丰台区丰台第二中学,北京市,1100
北京市丰台区丰台第五小学,北京市,1100
北京市丰台区丰台第一小学,北京市,1100
北京市丰台区广播电视中心,北京市,1100
北京市丰台区国家税务局,北京市,1100
北京市丰台区环保局,北京市,1100
北京市丰台区环境保护局,北京市,1100
北京市丰台区教科所,北京市,1100
北京市丰台区教委,北京市,1100
北京市丰台区精神卫生防治院,北京市,1100
北京市丰台区流动人口管理办公室,北京市,1100
北京市丰台区农村工作委员会,北京市,1100
北京市丰台区人民法院,北京市,1100
北京市丰台区人民检察院,北京市,1100
北京市丰台区人民政府,北京市,1100
北京市丰台区社区学院,北京市,1100
北京市丰台区实验小学,北京市,1100
北京市丰台区书协,北京市,1100
北京市丰台区图书馆,北京市,1100
北京市丰台区委,北京市,1100
北京市丰台区委党校,北京市,1100
北京市丰台区新发地小学,北京市,1100
北京市丰台区职工大学,北京市,1100
北京市丰台师范学校,北京市,1100
北京市丰台职工大学,北京市,1100
北京市辐射环境管理中心,北京市,1100
北京市辐射中心,北京市,1100
北京市妇联基层工作部,北京市,1100
北京市妇女联合会,北京市,1100
北京市改革与发展委员会,北京市,1100
北京市高等学校,北京市,1100
北京市高级法院,北京市,1100
北京市高级人民法院,北京市,1100
北京市高朋律师事务所,北京市,1100
北京市高校招生委员会,北京市,1100
北京市格文律师事务所,北京市,1100
北京市工程咨询公司,北京市,1100
北京市工商行政管理局,北京市,1100
北京市工商行政管理局东城分局,北京市,1100
北京市工商局,北京市,1100
北京市工商局商标监督管理处,北京市,1100
北京市工商学会,北京市,1100
北京市工业经济研究所,北京市,1100
北京市公安交通管理局,北京市,1100
北京市公安局,北京市,1100
北京市公安消防总队,北京市,1100
北京市公安消防总队宣传处,北京市,1100
北京市公园管理中心,北京市,1100
北京市供销学校,北京市,1100
北京市孤独症儿童康复协会,北京市,1100
北京市古代建筑设计研究所,北京市,1100
北京市古代建筑研究所,北京市,1100
北京市观勤律师事务所,北京市,1100
北京市管理科学院,北京市,1100
北京市广播电视局,北京市,1100
北京市广播电影电视局信息中心,北京市,1100
北京市广电集团,北京市,1100
北京市广电局,北京市,1100
北京市广电局电影处,北京市,1100
北京市广电局总工会,北京市,1100
北京市广渠门中学,北京市,1100
北京市规划和国土资源管理委员会,北京市,1100
北京市规划局,北京市,1100
北京市规划设计研究院,北京市,1100
北京市规划委员会,北京市,1100
北京市轨道交通建设管理有限公司,北京市,1100
北京市国际经济贸易研究所,北京市,1100
北京市国际贸易学会,北京市,1100
北京市国际税收研究会,北京市,1100
北京市国家安全局,北京市,1100
北京市国家税务局,北京市,1100
北京市国税局,北京市,1100
北京市国税局科研所,北京市,1100
北京市国税局直属税务分局,北京市,1100
北京市国通资产管理有限责任公司,北京市,1100
北京市国土资源局石景山分局,北京市,1100
北京市国土资源局信息中心,北京市,1100
北京市国有文化资产监督管理办公室,北京市,1100
北京市国有资产经营有限责任公司,北京市,1100
北京市国资委,北京市,1100
北京市国资委办公室,北京市,1100
北京市国资委改革发展处,北京市,1100
北京市海滨区人民法院,北京市,1100
北京市海淀教师进修学校,北京市,1100
北京市海淀培智中心,北京市,1100
北京市海淀区北部地区开发建设委员会,北京市,1100
北京市海淀区北部新区开发领导小组,北京市,1100
北京市海淀区北达资源中学,北京市,1100
北京市海淀区彩和坊小学,北京市,1100
北京市海淀区城管监察大队,北京市,1100
北京市海淀区城市服务管理指挥中心,北京市,1100
北京市海淀区翠微小学,北京市,1100
北京市海淀区地方税务局,北京市,1100
北京市海淀区地税局办公室,北京市,1100
北京市海淀区法院,北京市,1100
北京市海淀区国家税务局,北京市,1100
北京市海淀区海淀学区,北京市,1100
北京市海淀区海淀中心,北京市,1100
北京市海淀区环境保护局,北京市,1100
北京市海淀区检察院,北京市,1100
北京市海淀区教科所,北京市,1100
北京市海淀区教师进修学校,北京市,1100
北京市海淀区教育教导室,北京市,1100
北京市海淀区教育科学研究所,北京市,1100
北京市海淀区教育委员会,北京市,1100
北京市海淀区科学技术协会,北京市,1100
北京市海淀区旅游局,北京市,1100
北京市海淀区农工委,北京市,1100
北京市海淀区培星小学,北京市,1100
北京市海淀区培智中心,北京市,1100
北京市海淀区清华大学,北京市,1100
北京市海淀区人民法院,北京市,1100
北京市海淀区人民检察院,北京市,1100
北京市海淀区人民政府,北京市,1100
北京市海淀区商业学校,北京市,1100
北京市海淀区上地东里,北京市,1100
北京市海淀区上庄中心,北京市,1100
北京市海淀区审计局,北京市,1100
北京市海淀区审计局经济责任科,北京市,1100
北京市海淀区四季青镇敬老院,北京市,1100
北京市海淀区外语电子职业高中,北京市,1100
北京市海淀区万泉河小学,北京市,1100
北京市海淀区万泉小学,北京市,1100
北京市海淀区万寿路甲,北京市,1100
北京市海淀区委党校,北京市,1100
北京市海淀区委员会,北京市,1100
北京市海淀区西北旺镇北清路,北京市,1100
北京市海淀区新闻中心,北京市,1100
北京市海淀区信息化工作办公室,北京市,1100
北京市海淀区羊坊店中心,北京市,1100
北京市海淀区永定路第一小学,北京市,1100
北京市海淀区圆明园管理处,北京市,1100
北京市海淀区职工大学,北京市,1100
北京市海淀区中关村第二小学小学,北京市,1100
北京市海淀区中关村第四小学,北京市,1100
北京市海淀区中关村第一小学,北京市,1100
北京市海淀区中关村一小,北京市,1100
北京市海淀区中国林业科学研究院,北京市,1100
北京市海淀区中国农业大学,北京市,1100
北京市海淀区中央党校,北京市,1100
北京市海淀团区委,北京市,1100
北京市海淀医院,北京市,1100
北京市海淀园煤炭经营中心,北京市,1100
北京市汉鼎联合律师事务所,北京市,1100
北京市汉华律师事务所,北京市,1100
北京市汉卓律师事务所,北京市,1100
北京市航天中学,北京市,1100
北京市合川律师事务所,北京市,1100
北京市合达律师事务所,北京市,1100
北京市弘都城市规划建筑设计院,北京市,1100
北京市弘嘉律师事务所,北京市,1100
北京市红十字会,北京市,1100
北京市洪范广住律师事务所,北京市,1100
北京市互联网信息办公室,北京市,1100
北京市互联网宣传管理办公室,北京市,1100
北京市护国寺小学,北京市,1100
北京市华城律师事务所,北京市,1100
北京市华税律师事务所,北京市,1100
北京市华熙中环投资有限公司,北京市,1100
北京市华银实业开发集团,北京市,1100
北京市华远集团,北京市,1100
北京市化工轻工总公司,北京市,1100
北京市怀柔二中,北京市,1100
北京市怀柔区地方税务局,北京市,1100
北京市怀柔区第一小学,北京市,1100
北京市怀柔区国家税务局,北京市,1100
北京市怀柔区行政服务中心,北京市,1100
北京市怀柔区怀北中心,北京市,1100
北京市怀柔区教科研中心,北京市,1100
北京市怀柔区人民法院,北京市,1100
北京市怀柔区人民检察院,北京市,1100
北京市怀柔区委党校,北京市,1100
北京市怀柔区委宣传部,北京市,1100
北京市怀柔区委研究室,北京市,1100
北京市怀柔区综合行政服务中心,北京市,1100
北京市怀柔县武装部,北京市,1100
北京市环保局,北京市,1100
北京市环保局法制处,北京市,1100
北京市环境保护,北京市,1100
北京市环境卫生设计科学研究所,北京市,1100
北京市环境卫生设计研究所,北京市,1100
北京市环境影响评价评估中心,北京市,1100
北京市环境与艺术学校,北京市,1100
北京市环科院,北京市,1100
北京市环中律师事务所,北京市,1100
北京市黄胄美术基金会,北京市,1100
北京市回民学校,北京市,1100
北京市汇佳职业学院,北京市,1100
北京市汇昕律师事务所,北京市,1100
北京市机动车排放管理中心,北京市,1100
北京市机关书协,北京市,1100
北京市基础教育党建研究中心,北京市,1100
北京市基础教育课程改革实验监控与评价工作组,北京市,1100
北京市基础设施投资有限公司,北京市,1100
北京市基础设施投资有限责任公司,北京市,1100
北京市基督教“两会”,北京市,1100
北京市疾病预防控制中心,北京市,1100
北京市集佳律师事务所,北京市,1100
北京市集佳律师事务所上海分所,北京市,1100
北京市计划劳动管理干部学院,北京市,1100
北京市计划生育委员会,北京市,1100
北京市计算中心,北京市,1100
北京市计委,北京市,1100
北京市计委经济研究所,北京市,1100
北京市记协,北京市,1100
北京市纪律检查委员会,北京市,1100
北京市嘉讯达律师事务所,北京市,1100
北京市价格监测中心,北京市,1100
北京市监狱管理局,北京市,1100
北京市建华实验学校,北京市,1100
北京市建设委员会,北京市,1100
北京市建设信息中心,北京市,1100
北京市建委住房保障办公室,北京市,1100
北京市建筑设计标准化办公室,北京市,1100
北京市建筑设计研究院,北京市,1100
北京市建筑设计研究院方案创作工作室,北京市,1100
北京市建筑设计研究院建筑创作杂志社,北京市,1100
北京市建筑设计研究院情报所,北京市,1100
北京市建筑设计研究院深圳院,北京市,1100
北京市建筑设计研究院有限公司,北京市,1100
北京市建筑设计院,北京市,1100
北京市建筑设计院信息所,北京市,1100
北京市建筑装饰设计工程有限公司,北京市,1100
北京市交管局新闻处,北京市,1100
北京市交通工程科学研究所,北京市,1100
北京市交通委员会,北京市,1100
北京市交通学校,北京市,1100
北京市教科院,北京市,1100
北京市教科院民办教育研究所,北京市,1100
北京市教育督导与教育质量评价研究中心,北京市,1100
北京市教育科学,北京市,1100
北京市教育委员会,北京市,1100
北京市教育学会,北京市,1100
北京市结核病胸部肿瘤研究所,北京市,1100
北京市解放军档案馆,北京市,1100
北京市金德律师事务所,北京市,1100
北京市金杜律师事务所,北京市,1100
北京市金融工作局,北京市,1100
北京市京都律师事务所,北京市,1100
北京市京源学校,北京市,1100
北京市经济管理干部学院,北京市,1100
北京市经济和信息化委员会,北京市,1100
北京市经济技术开发区信息中心,北京市,1100
北京市经济社会发展政策研究基地专家委员会,北京市,1100
北京市经济体制改革办公室,北京市,1100
北京市经济信息中心,北京市,1100
北京市经济与社会发展研究所,北京市,1100
北京市景山学校,北京市,1100
北京市纠正行业不正之风办公室,北京市,1100
北京市酒仙桥第二中学,北京市,1100
北京市救助管理事务中心,北京市,1100
北京市君合律师事务所,北京市,1100
北京市君泰律师事务所,北京市,1100
北京市君泽君(深圳)律师事务所,北京市,1100
北京市君泽君律师事务所,北京市,1100
北京市卡斯科黏合剂有限公司,北京市,1100
北京市勘察设计管理处,北京市,1100
北京市勘察设计与测绘管理办公室,北京市,1100
北京市康泰顺和律师事务所,北京市,1100
北京市科技大学,北京市,1100
北京市科技信息中心,北京市,1100
北京市科委,北京市,1100
北京市科委软科学处,北京市,1100
北京市科协,北京市,1100
北京市科学技术情报研究所,北京市,1100
北京市科学技术委员会,北京市,1100
北京市科学技术协会,北京市,1100
北京市科学技术研究院,北京市,1100
北京市科学技术研究院机关,北京市,1100
北京市科学技术研究院研究室,北京市,1100
北京市科学社会主义学会,北京市,1100
北京市科学学研究中心,北京市,1100
北京市空气重污染应急指挥部办公室,北京市,1100
北京市垃圾渣土管理处,北京市,1100
北京市兰台律师事务所,北京市,1100
北京市劳动保护科学研究所,北京市,1100
北京市劳动和社会保障局,北京市,1100
北京市劳动人民文化宫影评学会,北京市,1100
北京市劳动与社会保障局,北京市,1100
北京市劳教工作管理局,北京市,1100
北京市老年保健及疾病防治中心,北京市,1100
北京市理化分析测试中心,北京市,1100
北京市立方律师事务所,北京市,1100
北京市联合大学,北京市,1100
北京市六十六中学,北京市,1100
北京市六一幼儿园,北京市,1100
北京市隆安律师事务所,北京市,1100
北京市芦城体育运动技术学校,北京市,1100
北京市路盛律师事务所,北京市,1100
北京市潞河中学,北京市,1100
北京市伦飞电脑公司,北京市,1100
北京市伦理学会,北京市,1100
北京市旅游发展委员会,北京市,1100
北京市旅游局,北京市,1100
北京市旅游业培训考试中心,北京市,1100
北京市盲人学校,北京市,1100
北京市煤气热力工程设计院有限公司,北京市,1100
北京市美术家协会,北京市,1100
北京市门头沟区大峪第二小学,北京市,1100
北京市门头沟区大峪二小,北京市,1100
北京市门头沟区大峪一小,北京市,1100
北京市门头沟区大峪中学,北京市,1100
北京市门头沟区国家税务局,北京市,1100
北京市门头沟区环境保护局,北京市,1100
北京市门头沟区教科所,北京市,1100
北京市门头沟区教师进修学校,北京市,1100
北京市门头沟区教育科学研究所,北京市,1100
北京市门头沟区教育委员会,北京市,1100
北京市门头沟区科学技术委员会,北京市,1100
北京市门头沟区龙泉雾小学,北京市,1100
