,mag_name,cited,download,guanxi1,guanxi2
97,管理世界,0,758,False,False
98,管理世界,2,2411,False,False
99,管理世界,1,625,False,False
101,管理世界,3,807,False,False
102,管理世界,0,345,False,False
103,管理世界,1,1174,False,False
104,管理世界,1,1540,False,False
105,管理世界,1,843,False,False
106,管理世界,1,1010,False,False
107,管理世界,1,1001,False,False
108,管理世界,3,6382,False,False
109,管理世界,5,499,False,False
110,管理世界,4,1885,False,False
111,管理世界,5,1571,False,False
112,管理世界,1,957,False,False
113,管理世界,2,970,False,False
114,管理世界,0,1042,False,False
115,管理世界,1,587,False,False
116,管理世界,1,441,False,False
117,管理世界,2,1207,False,False
118,管理世界,2,980,False,False
119,管理世界,4,1513,False,False
120,管理世界,1,723,False,False
121,管理世界,2,1065,False,False
122,管理世界,1,752,False,False
123,管理世界,6,1584,False,False
124,管理世界,0,397,False,False
125,管理世界,0,1110,False,False
126,管理世界,0,1227,False,False
127,管理世界,0,683,False,False
128,管理世界,3,801,False,False
129,管理世界,1,1134,False,False
130,管理世界,2,1517,False,False
131,管理世界,4,729,False,False
132,管理世界,1,1425,False,False
133,管理世界,8,1674,False,True
134,管理世界,5,2318,False,False
135,管理世界,1,2055,False,False
136,管理世界,6,2435,False,False
137,管理世界,0,477,False,False
138,管理世界,1,1119,False,False
139,管理世界,3,2044,False,False
140,管理世界,1,1025,False,False
141,管理世界,5,2074,False,False
142,管理世界,0,1120,False,False
143,管理世界,4,1267,False,False
144,管理世界,4,1277,False,False
145,管理世界,2,642,False,False
146,管理世界,5,547,False,False
147,管理世界,3,949,False,False
148,管理世界,1,1293,False,False
149,管理世界,16,3270,False,False
150,管理世界,2,1292,False,False
151,管理世界,5,2258,False,False
152,管理世界,5,1297,False,False
153,管理世界,11,4039,False,False
154,管理世界,2,1635,False,False
155,管理世界,0,425,False,False
156,管理世界,3,1215,False,False
157,管理世界,4,1153,False,False
158,管理世界,4,643,False,False
159,管理世界,3,679,False,False
160,管理世界,1,1804,False,False
161,管理世界,1,1053,False,False
162,管理世界,2,1003,True,True
163,管理世界,2,852,False,False
164,管理世界,2,883,False,False
165,管理世界,0,613,False,False
166,管理世界,1,583,False,False
167,管理世界,4,1403,False,False
168,管理世界,0,574,False,False
169,管理世界,4,1276,False,False
170,管理世界,1,1137,False,False
171,管理世界,17,2736,False,False
172,管理世界,8,4150,False,False
173,管理世界,4,2272,False,False
174,管理世界,1,1587,False,False
175,管理世界,8,2287,False,False
176,管理世界,7,3206,False,False
177,管理世界,2,1112,False,False
178,管理世界,1,588,False,False
179,管理世界,1,812,False,False
180,管理世界,14,2282,False,False
181,管理世界,6,2480,False,False
182,管理世界,1,808,False,False
183,管理世界,3,2211,False,False
184,管理世界,1,908,False,False
185,管理世界,5,851,False,False
186,管理世界,12,2272,False,False
187,管理世界,2,993,False,False
188,管理世界,15,2307,True,True
189,管理世界,2,1240,False,False
190,管理世界,4,2830,False,False
191,管理世界,3,2530,False,False
192,管理世界,13,2585,False,False
193,管理世界,0,1487,False,False
194,管理世界,5,1871,False,False
195,管理世界,4,978,False,False
196,管理世界,0,1293,False,False
197,管理世界,4,1748,False,False
198,管理世界,1,1186,False,False
199,管理世界,2,1980,False,False
200,管理世界,25,4531,False,False
201,管理世界,1,1291,False,False
202,管理世界,6,3041,False,False
203,管理世界,1,642,False,False
204,管理世界,2,1043,False,False
205,管理世界,4,1103,False,False
206,管理世界,2,1521,False,False
207,管理世界,0,774,False,False
208,管理世界,0,518,False,False
209,管理世界,1,1832,True,True
210,管理世界,8,2096,False,False
211,管理世界,2,818,False,False
212,管理世界,2,2526,False,False
213,管理世界,5,1641,False,False
214,管理世界,5,1376,False,False
215,管理世界,2,1467,False,False
216,管理世界,2,1501,False,False
217,经济研究,5,2523,False,False
218,经济研究,0,640,False,False
219,经济研究,8,3468,False,False
220,经济研究,2,1909,False,False
221,经济研究,1,1516,False,False
222,经济研究,7,2587,False,False
223,经济研究,6,1178,False,False
224,经济研究,42,5101,False,True
225,经济研究,0,744,False,False
226,经济研究,70,6553,False,False
227,经济研究,69,5164,False,False
228,经济研究,22,2459,False,False
229,经济研究,10,2110,False,False
230,经济研究,24,4998,False,False
231,经济研究,14,2221,False,False
232,经济研究,3,918,False,False
233,经济研究,9,3059,False,False
234,经济研究,104,7695,False,False
235,经济研究,32,2600,False,False
237,经济研究,0,1357,True,True
238,经济研究,0,1275,True,True
239,经济研究,3,1350,False,False
240,经济研究,2,1860,False,False
241,经济研究,36,4232,False,False
242,经济研究,29,3478,False,False
243,经济研究,42,5767,True,True
244,经济研究,119,7803,False,False
245,经济研究,26,2385,False,False
246,经济研究,82,5792,False,False
247,经济研究,0,1020,False,False
248,经济研究,33,3424,False,False
249,经济研究,23,3585,False,False
250,经济研究,100,5928,False,False
251,经济研究,16,3115,False,False
252,经济研究,45,3468,False,False
253,经济研究,10,1911,False,False
255,管理世界,14,3498,False,False
256,管理世界,23,4839,False,False
257,管理世界,3,638,False,False
258,管理世界,18,2812,False,False
259,管理世界,2,1058,False,False
260,管理世界,19,2108,False,False
261,管理世界,1,2245,False,False
262,管理世界,0,1027,False,False
263,管理世界,3,1647,False,False
264,管理世界,9,1122,False,False
265,管理世界,66,7852,False,False
266,管理世界,34,4835,False,True
267,管理世界,8,1051,False,False
268,管理世界,13,2255,False,False
269,管理世界,4,804,False,False
270,管理世界,4,1317,False,False
271,管理世界,8,1070,False,True
272,管理世界,16,1787,False,False
273,管理世界,8,1415,False,False
274,管理世界,120,6579,False,False
275,管理世界,72,4090,False,False
276,管理世界,57,4515,False,False
278,管理世界,63,4647,False,False
279,管理世界,28,4039,False,False
280,管理世界,0,1219,False,False
281,管理世界,8,1388,False,False
282,管理世界,28,2095,False,False
283,管理世界,8,1710,False,False
284,管理世界,5,1190,False,False
285,管理世界,16,1598,False,False
286,管理世界,10,1539,False,False
287,管理世界,42,4049,False,False
288,管理世界,5,689,False,False
289,管理世界,30,4862,False,False
290,管理世界,17,2231,False,False
291,管理世界,26,2794,False,False
292,管理世界,12,1781,False,False
293,管理世界,21,3022,False,False
294,管理世界,59,5983,False,False
295,管理世界,12,1884,False,False
296,管理世界,62,4180,False,False
297,管理世界,22,4664,False,False
298,管理世界,16,2224,False,False
299,管理世界,15,2538,False,False
300,管理世界,9,3278,False,False
301,管理世界,8,884,False,False
302,管理世界,34,2443,False,False
303,管理世界,9,1340,False,False
304,管理世界,1,669,False,False
305,管理世界,1,595,False,False
306,管理世界,5,1116,False,False
307,管理世界,10,1710,False,False
308,管理世界,38,4093,False,False
309,管理世界,26,1823,False,False
310,管理世界,29,2940,False,False
311,管理世界,80,9691,True,True
312,管理世界,23,1694,False,False
313,管理世界,14,1060,False,False
314,管理世界,24,3845,False,False
315,管理世界,10,1285,False,False
316,管理世界,4,890,True,True
317,管理世界,8,829,True,True
318,管理世界,26,2557,False,False
319,管理世界,45,4284,False,False
320,管理世界,38,2113,False,False
321,管理世界,20,3558,False,False
322,管理世界,19,1853,False,False
323,管理世界,14,1920,False,False
324,管理世界,6,1098,False,False
325,管理世界,13,1647,False,False
326,管理世界,16,2382,False,False
327,管理世界,5,1045,False,False
328,管理世界,34,2550,False,False
329,管理世界,0,617,False,False
330,管理世界,45,3123,False,False
331,管理世界,23,2354,False,False
332,管理世界,6,1788,False,False
333,管理世界,3,974,False,False
334,管理世界,19,2638,False,False
335,管理世界,2,572,False,False
336,管理世界,45,3139,False,False
337,管理世界,27,2992,False,False
338,管理世界,0,542,False,False
339,管理世界,9,2163,False,False
340,管理世界,38,4046,False,False
341,管理世界,15,1811,False,False
342,管理世界,9,1549,False,False
343,管理世界,9,1696,False,False
344,管理世界,5,914,False,False
345,管理世界,9,1473,False,False
346,管理世界,48,3559,False,False
347,管理世界,52,5555,False,False
348,管理世界,26,4027,False,False
349,管理世界,20,2624,False,False
350,管理世界,13,2144,False,False
351,管理世界,31,2441,False,False
352,管理世界,17,3074,False,False
353,管理世界,48,4326,False,False
354,管理世界,9,1646,False,False
355,管理世界,10,1640,False,False
356,管理世界,11,1181,False,False
357,管理世界,12,1218,False,False
358,管理世界,11,1594,False,False
359,管理世界,9,2218,False,False
360,管理世界,68,4525,False,False
361,管理世界,4,642,True,True
362,管理世界,8,1527,False,False
363,管理世界,5,994,False,False
364,管理世界,4,803,False,False
365,管理世界,25,2751,False,False
366,管理世界,7,1177,False,False
367,管理世界,16,1922,False,False
368,管理世界,13,2056,True,True
369,管理世界,15,1139,False,False
370,管理世界,11,2245,False,False
371,管理世界,16,2333,False,False
372,管理世界,9,2253,False,False
373,管理世界,18,1703,False,False
374,管理世界,77,6166,False,False
375,管理世界,39,3833,False,False
376,管理世界,0,869,False,False
377,管理世界,7,1372,False,False
378,管理世界,13,1300,False,False
379,管理世界,3,419,False,False
380,管理世界,0,551,False,False
381,管理世界,29,3313,False,False
383,管理世界,8,1573,False,False
384,管理世界,4,986,False,False
385,管理世界,67,6006,False,False
386,管理世界,24,2768,False,False
387,管理世界,8,2284,False,False
388,管理世界,22,3580,False,False
389,管理世界,6,1346,False,False
390,管理世界,13,1395,False,False
391,管理世界,19,1673,False,False
392,管理世界,8,898,True,True
393,管理世界,5,1018,False,False
394,管理世界,10,1175,False,False
395,管理世界,9,983,False,False
396,管理世界,23,1870,False,False
397,管理世界,32,2035,False,False
398,管理世界,56,5582,False,False
399,管理世界,5,1052,False,False
400,管理世界,18,1908,False,False
401,管理世界,3,827,False,False
402,管理世界,20,1494,False,False
403,管理世界,1,1525,False,False
404,管理世界,1,982,False,False
405,管理世界,1,970,False,False
406,管理世界,6,2026,False,False
407,管理世界,40,3067,False,False
408,管理世界,19,1992,False,False
409,管理世界,2,926,False,False
410,管理世界,7,2331,False,False
411,管理世界,23,3326,False,False
412,管理世界,24,2637,False,False
413,管理世界,2,1409,True,True
414,管理世界,11,1870,False,False
415,管理世界,34,3633,False,False
416,管理世界,5,1304,False,False
417,管理世界,3,976,False,False
418,管理世界,1,751,False,False
419,管理世界,39,3522,False,False
420,管理世界,13,1253,False,False
421,管理世界,18,2835,False,False
422,管理世界,20,2532,False,False
423,管理世界,1,541,False,False
424,管理世界,16,2368,False,False
425,管理世界,16,1550,False,False
426,管理世界,21,2135,False,False
427,管理世界,6,1568,False,False
428,管理世界,8,977,False,False
429,管理世界,2,618,False,False
430,管理世界,3,851,False,False
431,管理世界,119,6004,False,False
432,管理世界,24,2158,False,False
433,管理世界,4,1478,False,False
434,管理世界,9,2015,False,False
435,管理世界,10,1474,False,False
436,管理世界,1,1185,False,False
437,管理世界,3,907,False,False
438,管理世界,20,2481,False,False
439,管理世界,12,1608,False,False
440,管理世界,18,1683,False,False
441,管理世界,20,1718,False,False
442,管理世界,3,869,False,False
443,管理世界,4,1354,False,False
445,管理世界,19,1901,False,False
446,管理世界,19,2999,False,False
447,管理世界,10,1990,False,False
448,管理世界,8,1195,False,False
449,管理世界,56,5207,False,False
450,管理世界,13,2023,True,True
451,管理世界,11,3678,False,False
452,管理世界,0,527,False,False
453,管理世界,132,18339,False,False
454,管理世界,7,2016,False,False
455,管理世界,7,1935,False,False
456,管理世界,3,1653,False,False
457,管理世界,3,738,False,False
458,管理世界,31,2866,False,False
459,管理世界,1,1160,False,False
460,管理世界,30,4520,False,False
461,管理世界,56,3789,False,False
462,管理世界,8,1796,False,False
463,管理世界,18,3089,False,False
464,管理世界,1,731,False,False
465,管理世界,12,2816,False,False
466,管理世界,6,878,False,False
467,管理世界,26,4341,False,False
468,管理世界,50,5747,False,False
469,管理世界,19,2966,False,False
470,管理世界,45,2948,False,False
471,管理世界,42,7726,False,False
472,管理世界,11,4839,False,False
473,管理世界,16,2725,False,False
474,管理世界,35,3294,False,False
475,管理世界,12,1523,True,True
476,管理世界,10,2342,False,False
477,管理世界,28,3901,False,False
478,管理世界,20,1962,False,False
479,管理世界,3,2268,False,False
480,管理世界,29,3963,False,False
481,管理世界,56,5362,False,False
482,管理世界,53,5498,False,False
483,管理世界,70,6505,False,False
484,管理世界,5,1002,False,False
485,管理世界,2,887,False,False
486,管理世界,9,2679,False,False
487,管理世界,20,3444,False,False
488,管理世界,17,1410,False,False
489,管理世界,8,4994,False,False
490,管理世界,13,1776,False,False
491,管理世界,3,741,False,False
492,管理世界,6,1248,False,False
493,管理世界,37,2754,False,False
494,管理世界,8,1385,False,False
495,管理世界,34,2571,False,False
496,管理世界,7,959,False,False
498,管理世界,0,705,False,False
499,管理世界,6,886,False,False
500,管理世界,13,2510,False,False
501,管理世界,3,540,False,False
502,管理世界,6,1158,False,False
503,管理世界,26,2783,True,True
504,管理世界,42,4874,False,False
505,管理世界,36,3961,False,False
506,管理世界,8,2134,False,False
507,管理世界,9,1678,False,False
508,管理世界,12,2237,False,False
509,管理世界,0,378,False,False
510,管理世界,1,974,False,False
511,管理世界,0,444,False,False
512,管理世界,19,1264,False,False
513,管理世界,12,2991,False,False
514,管理世界,7,2320,False,False
515,管理世界,0,608,False,False
516,管理世界,9,1304,False,False
517,管理世界,36,2340,False,False
518,管理世界,11,2105,False,False
519,管理世界,4,1003,False,False
520,管理世界,11,2205,False,False
521,管理世界,36,3491,False,False
522,管理世界,26,2509,False,False
523,管理世界,22,2056,False,False
524,管理世界,15,1793,False,False
525,管理世界,44,4329,False,False
526,管理世界,6,1865,False,False
527,管理世界,8,1431,False,False
528,管理世界,85,6788,False,False
529,经济与管理研究,0,83,False,False
530,中国工业经济,2,1196,False,False
531,财经问题研究,0,65,True,True
532,经济研究,2,1025,True,True
533,经济研究,2,1302,False,False
534,经济研究,3,736,False,False
535,经济研究,2,1812,False,False
536,经济研究,5,920,False,False
537,经济研究,2,1205,False,False
538,经济研究,2,685,True,True
539,经济研究,0,459,False,False
540,经济研究,6,2068,False,False
541,经济研究,0,1672,False,False
542,经济研究,1,2054,False,False
543,经济研究,4,1595,False,False
544,经济研究,2,892,True,True
545,经济研究,0,964,False,False
546,经济研究,4,1000,True,True
547,经济研究,1,593,False,False
548,经济研究,2,1425,False,False
549,经济研究,0,899,False,False
550,经济研究,0,536,False,False
551,经济研究,1,2802,False,False
552,经济研究,1,638,False,False
553,经济研究,17,2664,False,False
554,经济研究,2,1053,True,True
555,经济研究,0,543,True,True
556,经济研究,0,683,False,False
557,经济研究,0,711,False,False
558,经济研究,3,728,False,False
559,经济研究,3,1177,False,False
560,经济研究,1,2001,False,False
561,经济研究,1,1462,False,False
562,经济研究,7,2840,False,False
563,经济研究,1,2329,False,False
565,经济研究,0,408,False,False
566,经济研究,2,1487,False,False
567,经济研究,0,467,False,False
568,经济研究,0,479,False,False
569,经济研究,1,539,False,False
570,经济研究,1,709,False,False
571,经济研究,0,1290,False,False
572,经济研究,1,1453,False,False
573,经济研究,0,893,False,False
574,经济研究,1,1060,False,False
575,经济研究,1,665,False,False
576,经济研究,5,2186,False,False
577,经济研究,77,7346,False,False
578,经济研究,5,2295,False,False
579,经济研究,2,969,True,True
581,经济研究,13,3147,False,False
582,经济研究,41,4600,False,False
583,经济研究,32,5077,False,False
584,经济研究,24,4346,False,False
585,经济研究,2,1214,False,False
586,经济研究,19,4598,False,False
587,经济研究,6,2649,False,False
588,经济研究,16,2984,False,False
589,经济研究,7,2663,False,False
590,经济研究,1,1784,False,False
591,经济研究,4,905,False,True
592,经济研究,6,2218,False,False
593,经济研究,6,2211,False,False
594,经济研究,3,1840,False,False
595,经济研究,0,1830,False,False
596,经济研究,5,2359,False,False
597,经济研究,3,1311,False,False
598,经济研究,6,2802,False,False
599,经济研究,2,2229,False,False
600,经济研究,3,1501,True,True
601,经济研究,14,2347,False,False
602,经济研究,21,3753,False,False
603,经济研究,26,5090,False,False
604,经济研究,23,4012,False,False
605,经济研究,26,4386,False,False
606,经济研究,20,3415,False,False
607,经济研究,49,4566,False,False
608,经济研究,27,3880,False,False
609,经济研究,4,2128,False,False
610,经济研究,11,4244,False,False
611,经济研究,9,2906,False,False
612,经济研究,7,4046,False,False
613,经济研究,5,1788,False,False
614,经济研究,13,2310,False,False
615,经济研究,7,1714,False,False
616,经济研究,36,1872,True,True
617,经济研究,8,3450,False,False
618,经济研究,4,2286,False,False
619,经济研究,8,3162,False,True
620,经济研究,3,2084,False,False
621,经济研究,2,1085,False,False
622,经济研究,0,948,False,False
623,经济研究,10,2320,False,False
624,经济研究,7,1447,False,False
625,经济研究,0,593,True,True
626,经济研究,8,1104,False,False
627,经济研究,7,925,False,False
628,经济研究,0,839,False,False
629,经济研究,4,826,False,False
630,经济研究,1,1324,False,False
631,经济研究,2,1335,False,False
632,经济研究,10,2183,False,False
633,经济研究,22,4098,False,False
634,经济研究,7,1824,False,False
635,经济研究,10,2557,False,False
636,经济研究,2,1333,False,False
637,经济研究,14,2380,False,False
638,经济研究,19,2966,False,False
640,经济研究,8,3210,False,False
641,经济研究,8,2811,False,False
642,经济研究,16,3118,False,False
643,经济研究,23,4792,True,True
644,经济研究,4,2866,True,True
645,经济研究,14,2687,False,False
646,经济研究,20,2800,False,False
647,经济研究,0,694,True,True
648,经济研究,2,716,False,False
649,经济研究,1,748,False,False
650,经济研究,1,693,True,True
651,经济研究,3,1815,False,False
652,经济研究,1,819,False,False
653,经济研究,6,899,False,False
654,经济研究,11,3295,False,False
655,经济研究,13,2929,False,False
656,经济研究,22,3696,False,True
657,经济研究,4,1587,False,False
658,经济研究,20,5898,False,False
659,经济研究,11,3092,False,False
660,经济研究,19,4112,False,False
661,经济研究,9,2536,False,False
662,经济研究,10,2196,True,True
663,经济研究,10,1944,True,True
664,经济研究,4,1293,False,False
665,经济研究,40,3905,False,False
666,经济研究,6,2585,False,False
667,经济研究,8,2173,False,False
668,经济研究,4,1868,False,False
669,经济研究,8,3078,True,True
670,经济研究,2,2298,False,False
671,经济研究,2,2714,False,False
672,经济研究,4,1658,False,False
673,经济研究,3,1779,False,False
674,经济研究,0,1000,False,False
675,经济研究,33,3811,True,True
676,经济研究,7,2481,False,False
677,经济研究,1,1543,False,False
678,经济研究,5,2510,False,False
679,经济研究,9,2933,False,False
680,经济研究,1,671,False,False
681,经济研究,22,3374,True,True
682,经济研究,2,1914,False,False
683,经济研究,4,1697,False,True
684,经济研究,7,1649,False,False
685,经济研究,4,1823,False,False
686,经济研究,7,2090,False,False
687,经济研究,5,1618,False,True
688,经济研究,12,3682,False,False
689,经济研究,8,2400,False,False
690,经济研究,3,1151,False,False
691,经济研究,3,2139,False,False
692,经济研究,12,1725,False,False
693,经济研究,12,3756,False,False
694,经济研究,5,1463,False,False
695,经济研究,14,2719,False,False
696,经济研究,19,5180,False,False
697,经济研究,10,2125,True,True
698,经济研究,3,2019,False,False
699,经济研究,5,2011,False,False
700,经济研究,4,2168,False,False
701,经济研究,3,2779,False,False
702,经济研究,2,1474,False,False
703,经济研究,11,1966,False,False
704,经济研究,11,3777,False,False
705,经济研究,13,2021,True,True
706,经济研究,14,4230,False,False
707,经济研究,10,4943,False,False
708,经济研究,8,3100,False,False
709,经济研究,3,1143,False,False
710,经济研究,0,1202,False,False
711,经济研究,7,2295,False,False
712,经济研究,11,2504,False,False
713,经济研究,1,1658,False,False
714,经济研究,6,2100,False,False
715,经济研究,0,1623,False,False
716,经济研究,3,1693,False,False
717,经济研究,1,1381,False,False
718,经济研究,3,1620,False,False
719,经济研究,4,1557,False,False
720,经济研究,0,1301,False,False
721,经济研究,8,3046,True,True
722,经济研究,1,1836,False,False
723,经济研究,2,3538,False,False
724,经济研究,6,2563,False,False
725,经济研究,9,4778,False,False
726,经济研究,9,2182,False,False
728,经济研究,3,2181,True,True
729,经济研究,21,4657,False,False
730,经济研究,11,3441,False,False
731,经济研究,4,1775,False,False
732,经济研究,3,1966,False,False
733,经济研究,5,2205,False,False
734,经济研究,1,1630,False,False
735,经济研究,0,434,True,True
736,经济研究,2,1816,False,False
737,经济研究,1,1442,False,False
738,经济研究,5,2556,False,False
739,经济研究,2,1862,False,False
740,经济研究,3,1757,False,True
741,经济研究,0,1625,False,False
742,经济研究,56,3924,False,False
743,经济研究,23,2916,False,False
744,经济研究,51,3721,True,True
745,经济研究,40,4195,False,False
746,经济研究,141,8972,False,False
747,经济研究,25,5335,False,False
748,经济研究,37,3340,False,False
749,经济研究,20,1936,False,False
750,经济研究,10,2078,False,False
751,经济研究,3,1006,False,False
752,经济研究,5,861,False,False
753,经济研究,8,1865,True,True
754,经济研究,4,1595,False,False
755,经济研究,3,2162,False,False
756,经济研究,3,1672,False,False
757,经济研究,46,4059,False,False
758,经济研究,19,2923,False,False
759,经济研究,19,3186,False,False
760,经济研究,8,1684,False,False
761,经济研究,9,1506,False,False
762,经济研究,28,2966,False,False
763,经济研究,4,1016,False,False
764,经济研究,27,4874,False,False
765,经济研究,0,1246,False,False
766,经济研究,24,2647,False,False
767,经济研究,19,2122,False,False
768,经济研究,7,1962,False,False
769,经济研究,12,3482,False,False
770,经济研究,46,6193,False,False
771,经济研究,0,624,True,True
772,经济研究,8,2111,False,False
773,经济研究,7,2196,False,False
774,经济研究,7,1373,False,False
775,经济研究,2,997,True,True
776,经济研究,36,2801,True,True
777,经济研究,56,5517,False,False
778,经济研究,4,2148,False,False
779,经济研究,32,2168,False,False
780,经济研究,2,1615,True,True
781,经济研究,95,9019,False,False
782,经济研究,24,2944,False,False
783,经济研究,13,1311,False,False
784,经济研究,3,1557,False,False
785,经济研究,4,1150,False,False
786,经济研究,12,2434,False,False
787,经济研究,6,2768,False,False
788,经济研究,30,3224,False,False
789,经济研究,13,1566,False,False
790,经济研究,9,1660,False,False
791,经济研究,30,3499,False,False
792,经济研究,7,2327,False,False
793,经济研究,20,3953,False,False
794,经济研究,11,1437,False,False
795,经济研究,2,1290,False,False
796,经济研究,13,2030,False,False
797,经济研究,25,2039,False,False
798,经济研究,14,1743,False,False
799,经济研究,20,2767,False,False
800,经济研究,31,2343,False,False
801,经济研究,8,1412,False,False
802,经济研究,13,1882,False,False
803,经济研究,4,929,True,True
804,经济研究,19,1715,False,False
805,经济研究,4,671,True,True
806,经济研究,10,2236,False,False
807,经济研究,7,1832,False,False
808,经济研究,8,1433,False,False
809,经济研究,27,3133,False,False
810,经济研究,46,4024,False,False
811,经济研究,8,1611,False,False
812,经济研究,0,747,False,False
813,经济研究,20,4125,True,True
814,经济研究,22,1414,False,False
815,经济研究,14,2419,False,False
816,经济研究,12,3206,False,False
817,经济研究,17,3706,False,False
818,经济研究,39,4322,False,False
819,经济研究,15,1928,False,False
820,经济研究,22,2495,False,False
821,经济研究,27,2339,False,False
822,经济研究,8,1906,True,True
823,经济研究,16,1452,True,True
824,经济研究,10,1403,True,True
825,经济研究,1,658,False,False
826,经济研究,5,1522,False,False
827,经济研究,0,707,False,False
828,经济研究,8,871,False,False
830,经济研究,6,725,False,False
831,经济研究,3,416,False,False
832,经济研究,4,599,False,False
833,经济研究,1,592,False,False
834,经济研究,7,1202,True,True
835,经济研究,35,3216,False,False
836,经济研究,7,1651,False,False
837,经济研究,1,678,False,False
838,经济研究,18,1407,False,False
839,经济研究,34,2874,False,False
840,经济研究,41,4500,False,False
841,经济研究,27,4256,True,True
842,经济研究,21,3329,False,False
843,经济研究,24,3978,False,False
844,经济研究,14,1625,True,True
845,经济研究,11,1295,False,False
846,经济研究,4,587,False,False
847,经济研究,2,409,False,False
848,经济研究,3,500,True,True
849,经济研究,17,3013,False,False
850,经济研究,2,1984,False,False
851,经济研究,41,4530,False,False
852,经济研究,20,2524,False,False
853,经济研究,27,2854,False,False
854,经济研究,10,1541,False,False
855,经济研究,19,1767,True,True
856,经济研究,11,2338,True,True
857,经济研究,0,511,False,False
858,经济研究,20,3316,False,False
859,经济研究,21,2228,False,False
860,经济研究,17,1823,False,False
861,经济研究,28,3238,True,True
862,经济研究,47,4390,False,False
863,经济研究,22,2329,False,False
864,经济研究,79,5517,False,False
865,经济研究,163,9796,False,False
866,经济研究,27,3461,False,False
867,经济研究,4,1729,False,False
868,经济研究,10,2390,False,False
869,经济研究,14,1511,False,False
870,经济研究,22,2882,False,False
871,经济研究,11,2112,False,False
872,经济研究,9,1423,False,False
873,经济研究,4,823,False,False
874,经济研究,41,3578,False,False
875,经济研究,10,1903,False,False
876,经济研究,18,1492,False,False
877,经济研究,25,1761,False,False
878,经济研究,20,2140,False,False
879,经济研究,10,1548,False,False
880,经济研究,13,2826,False,False
881,经济研究,8,2112,False,False
882,经济研究,19,2779,False,False
883,经济研究,29,3625,False,False
884,经济研究,26,3186,False,False
885,经济研究,24,2924,False,False
886,经济研究,55,4499,False,False
887,经济研究,19,2199,False,False
888,经济研究,35,3968,False,False
889,经济研究,24,2914,False,False
890,经济研究,44,3863,False,False
891,经济研究,10,1865,False,False
892,经济研究,34,2708,False,False
893,经济研究,11,2227,False,False
894,经济研究,7,1782,False,False
895,经济研究,1,556,False,False
896,经济研究,19,1585,True,True
897,经济研究,5,1634,False,False
